track_id,album_id,album_title,artist_id,artist_name,track_date_recorded,track_genres,track_interest,track_number,track_title,artist_nacionality,track_price
199,85,What I Know,127,Ed Askew,11/26/2008,Folk,459,6,Rimbaud,Inglês,1.32
200,84,Blue Piano,127,Ed Askew,,Folk,1945,7,Baby Come Home,Inglês,0.83
201,85,What I Know,127,Ed Askew,11/26/2008,Folk,870,7,Big City,Indiano,1.14
202,85,What I Know,127,Ed Askew,11/26/2008,Folk,682,8,Palomino,Inglês,0.95
203,84,Blue Piano,127,Ed Askew,,Folk,1737,8,Song For R,Australiano,1.19
204,84,Blue Piano,127,Ed Askew,,Folk,1954,9,My Dream,Canadiano,1.04
205,85,What I Know,127,Ed Askew,11/26/2008,Folk,556,9,What Crow Saw,Mexicano,0.99
206,85,What I Know,127,Ed Askew,11/26/2008,Folk,510,10,Bella Crane,Australiano,0.84
207,84,Blue Piano,127,Ed Askew,,Folk,2811,10,Piano 3,Inglês,1.3
208,84,Blue Piano,127,Ed Askew,,Folk,1239,11,Safe Harbor,Francês,0.88
209,84,Blue Piano,127,Ed Askew,,Folk,1276,12,Safe Harbor,Americano,1.34
210,84,Blue Piano,127,Ed Askew,,Folk,3706,13,In the French Court,Japonês,1.05
211,84,Blue Piano,127,Ed Askew,,Folk,16106,14,In America,Australiano,1.22
212,84,Blue Piano,127,Ed Askew,,Folk,2299,15,When I Arive,Indiano,1.24
213,86,Au,66,Au,01/01/2007,Pop,2828,1,Boute,Russo,0.71
226,88,Bad News Bats,68,Bad News Bats,01/01/2006,Punk,2764,2,W.T.M.,Russo,0.77
228,88,Bad News Bats,68,Bad News Bats,01/01/2006,Punk,2467,4,Don't Run With Pizzas,Russo,0.88
236,93,Bersa Discos #8,73,Banana Clipz,,African,11240,0,Push Am (Left, Right),Australiano,1.18
237,94,6,74,Barnacled,01/01/2003,Jazz,1391,7,Garbage and (Garbage and Fire),Alemão,0.98
238,94,6,74,Barnacled,01/01/2003,Jazz,1394,11,France Attacks,Italiano,0.9
246,99,Open Relationship,80,Bird Names,10/20/2007,Experimental Pop,1650,1,Referents,Indiano,1.21
247,100,On Opaque Things,80,Bird Names,11/26/2006,Rock,1549,2,A New Map for Kissing,Espanhol,1.04
248,101,Wooden Lake Sexual Diner,80,Bird Names,8/26/2006,Experimental Pop,1345,2,Ghosts,Mexicano,1.16
249,100,On Opaque Things,80,Bird Names,11/26/2006,Rock,1470,4,The Indefinite Time Yet to Come,Chinês,1.04
250,101,Wooden Lake Sexual Diner,80,Bird Names,8/26/2006,Experimental Pop,875,5,Smoovebiz,Inglês,1.2
251,101,Wooden Lake Sexual Diner,80,Bird Names,8/26/2006,Experimental Pop,1122,9,Nobody Loves Me,Americano,0.99
252,100,On Opaque Things,80,Bird Names,11/26/2006,Rock,512,10,It's Becoming a Stranger,Mexicano,0.99
253,99,Open Relationship,80,Bird Names,10/20/2007,Experimental Pop,1647,10,New Life,Brasileiro,0.96
254,99,Open Relationship,80,Bird Names,10/20/2007,Experimental Pop,2418,11,Masters Of Enjoyment,Alemão,1.07
255,100,On Opaque Things,80,Bird Names,11/26/2006,Rock,5585,12,We Want to be Old,Australiano,0.79
256,102,Black Elk,81,Black Elk,11/07/2006,Metal,2864,1,Toggle,Indiano,0.95
257,102,Black Elk,81,Black Elk,11/07/2006,Metal,2177,2,My Lil',Americano,0.98
258,102,Black Elk,81,Black Elk,11/07/2006,Metal,1779,4,Eyebone,Indiano,1.39
273,106,I,83,Black Pus,01/01/2005,Noise,255,2,Dildoughnuts,Chinês,1.03
274,107,4: All Aboard the Magic Pus,83,Black Pus,11/26/2008,Noise,670,2,Land of the Lost,Canadiano,1.04
275,105,III: Metamorpus,83,Black Pus,11/26/2008,Noise,332,2,Swampus,Americano,0.86
276,104,II,83,Black Pus,11/26/2008,Noise,220,2,The Devilhellipers,Português,1.09
277,105,III: Metamorpus,83,Black Pus,11/26/2008,Noise,329,3,Kind Companion,Mexicano,1.07
281,107,4: All Aboard the Magic Pus,83,Black Pus,11/26/2008,Noise,2202,4,Juggernaut,Português,1.32
282,104,II,83,Black Pus,11/26/2008,Noise,229,4,New Atlantis A,Russo,1.0
284,106,I,83,Black Pus,01/01/2005,Noise,229,4,Translucent Human,Inglês,0.75
285,105,III: Metamorpus,83,Black Pus,11/26/2008,Noise,339,5,Earth aint Enuff,Alemão,1.28
293,106,I,83,Black Pus,01/01/2005,Noise,256,7,Berserk is the Best,Italiano,0.75
294,104,II,83,Black Pus,11/26/2008,Noise,281,7,Magic Bullet,Francês,1.1
297,107,4: All Aboard the Magic Pus,83,Black Pus,11/26/2008,Noise,456,8,Body on the Tide,Americano,1.06
300,106,I,83,Black Pus,01/01/2005,Noise,406,8,The Foot Is Stronger Than The Arm,Australiano,0.96
303,108,Green Collection,84,Blah Blah Blah,09/01/2007,Post-Punk,159,1,Splish spladdy,Espanhol,0.75
304,109,Stripey Collection,84,Blah Blah Blah,11/26/1982,Post-Punk,241,1,Woo You,Indiano,0.81
305,110,Gold Collection,84,Blah Blah Blah,01/01/1981,Post-Punk,2873,2,Disney on Ice,Russo,1.27
306,108,Green Collection,84,Blah Blah Blah,09/01/2007,Post-Punk,131,2,The Prime Four,Francês,1.37
307,108,Green Collection,84,Blah Blah Blah,09/01/2007,Post-Punk,289,3,Out on the farm,Mexicano,0.89
308,109,Stripey Collection,84,Blah Blah Blah,11/26/1982,Post-Punk,345,4,The Hotel,Japonês,1.05
309,108,Green Collection,84,Blah Blah Blah,09/01/2007,Post-Punk,147,4,Where are all the people,Espanhol,1.04
310,110,Gold Collection,84,Blah Blah Blah,01/01/1981,Post-Punk,194,5,Going Down to Soho,Australiano,1.25
311,109,Stripey Collection,84,Blah Blah Blah,11/26/1982,Post-Punk,1597,5,Tropical Holiday Time,Português,0.93
312,108,Green Collection,84,Blah Blah Blah,09/01/2007,Post-Punk,833,6,Tropical Sheep,Russo,0.81
313,109,Stripey Collection,84,Blah Blah Blah,11/26/1982,Post-Punk,141,7,Think Things Of You,Japonês,1.03
314,108,Green Collection,84,Blah Blah Blah,09/01/2007,Post-Punk,142,8,Daisey Chains,Canadiano,1.07
315,110,Gold Collection,84,Blah Blah Blah,01/01/1981,Post-Punk,383,8,Interference,Indiano,1.0
316,110,Gold Collection,84,Blah Blah Blah,01/01/1981,Post-Punk,156,9,Itching in my pants,Americano,1.32
317,109,Stripey Collection,84,Blah Blah Blah,11/26/1982,Post-Punk,322,9,Very Nice,Italiano,1.37
318,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,209,0,1-2-3-4,Francês,1.37
319,108,Green Collection,84,Blah Blah Blah,09/01/2007,Post-Punk,422,10,Complete Shakespeare,Russo,0.72
320,110,Gold Collection,84,Blah Blah Blah,01/01/1981,Post-Punk,406,10,The Natives are Restless,Mexicano,1.2
321,109,Stripey Collection,84,Blah Blah Blah,11/26/1982,Post-Punk,693,11,Heart Attack,Australiano,1.06
322,108,Green Collection,84,Blah Blah Blah,09/01/2007,Post-Punk,386,11,Shopping Bag,Americano,1.4
323,108,Green Collection,84,Blah Blah Blah,09/01/2007,Post-Punk,171,12,Crocodile Song,Australiano,0.98
324,109,Stripey Collection,84,Blah Blah Blah,11/26/1982,Post-Punk,185,12,I just don't know,Mexicano,1.28
325,110,Gold Collection,84,Blah Blah Blah,01/01/1981,Post-Punk,300,12,Liquidizing Chickens,Alemão,0.84
326,109,Stripey Collection,84,Blah Blah Blah,11/26/1982,Post-Punk,286,13,Burn,Italiano,1.37
327,109,Stripey Collection,84,Blah Blah Blah,11/26/1982,Post-Punk,234,15,Hands Beckoning,Canadiano,1.09
328,109,Stripey Collection,84,Blah Blah Blah,11/26/1982,Post-Punk,328,16,Central Park,Mexicano,0.88
330,108,Green Collection,84,Blah Blah Blah,09/01/2007,Post-Punk,146,17,White Man,Espanhol,1.38
331,108,Green Collection,84,Blah Blah Blah,09/01/2007,Post-Punk,187,19,Weatherman,Canadiano,1.12
332,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,139,0,39th floor Club,Brasileiro,1.18
333,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,423,0,Blah intro,Japonês,1.18
334,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,405,0,Blahpunk,Japonês,0.88
335,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,303,0,Bored,Russo,0.76
336,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,226,0,Breeder,Russo,1.22
337,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,279,0,Brian's Garage,Francês,1.02
338,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,196,0,Cabages in the sunset,Inglês,1.21
339,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,177,0,Chimpanzees disease,Japonês,1.11
340,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,363,0,Circles in London,Espanhol,0.95
341,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,1498,0,Count Dracula's castle,Mexicano,1.23
342,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,240,0,Crash,Chinês,1.06
343,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,5683,0,Cybernetics,Russo,0.84
344,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,190,0,Denver,Russo,1.26
345,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,326,0,Ding dang (skat),Português,0.87
346,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,252,0,Disco Ghoul,Espanhol,0.85
347,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,202,0,Down in the pits again,Português,1.3
348,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,132,0,Excretia,Russo,1.15
349,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,191,0,Garden of Eden,Italiano,0.94
350,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,168,0,Gotta Go,Português,0.83
351,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,269,0,Hippopotamus,Chinês,1.06
352,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,609,0,In Arabia,Brasileiro,1.13
353,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,01/01/1981,Post-Punk,212,0,In my Grandfather's Clock,Português,0.72
354,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,186,0,Julie Andrews,Australiano,1.1
355,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,133,0,Just you wait and see,Russo,0.89
356,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,179,0,Little White Boxes,Americano,1.17
357,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,215,0,Mr Mystery,Alemão,1.17
358,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,294,0,My House,Italiano,1.18
359,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,130,0,My Room,Brasileiro,0.71
360,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,332,0,Radio Jazz with Mr Rhodes,Chinês,1.31
361,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,140,0,Red coated young girlfriend,Chinês,0.94
362,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,,Post-Punk,131,0,Starsigns,Francês,0.93
363,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,184,0,Sugar Bowl,Italiano,0.84
364,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,113,0,Sunspot activity,Russo,1.31
365,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,445,0,The Sound of Music,Russo,1.31
366,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,141,0,The Swamp,Australiano,1.07
367,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,139,0,There goes my greenhouse,Chinês,1.14
368,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,3572,0,Vampires,Australiano,0.98
369,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,2366,0,Whistle while you work,Português,0.92
370,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,173,0,Why didn't Nero?,Alemão,1.07
371,112,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,11/26/2008,Post-Punk,114,0,vermalderhide,Americano,1.08
384,116,Summer Set,86,Blanketship,01/01/2005,Electronic,1343,2,Baja Jones,Chinês,1.14
385,116,Summer Set,86,Blanketship,01/01/2005,Electronic,1788,3,Lucky 45,Italiano,1.13
386,116,Summer Set,86,Blanketship,01/01/2005,Electronic,1630,5,Clapartroach,Japonês,1.04
387,116,Summer Set,86,Blanketship,01/01/2005,Electronic,1387,8,I wish I wish,Italiano,0.89
393,119,Boogie Witch,89,Boogie Witch,6/27/2002,Rock,866,0,Untitled Boogie (edit), Transfiguration Boogie, Boogie Hole,Francês,0.87
394,119,Boogie Witch,89,Boogie Witch,6/27/2002,Rock,689,3,Boogie Hole,Inglês,1.25
395,119,Boogie Witch,89,Boogie Witch,6/27/2002,Rock,619,2,Transfiguration Boogie,Canadiano,0.78
396,1697,On the Back of a Dying Beast: Volume 1,90,Borful Tang,8/30/2006,Electronic,808,1,Juggernaut Soliloquy,Chinês,1.02
397,1697,On the Back of a Dying Beast: Volume 1,90,Borful Tang,8/30/2006,Electronic,3102,4,The Tides Of Land,Francês,1.04
398,122,Root,90,Borful Tang,07/05/2005,Electronic,1957,1,Borful Tang Loves Nomeansno,Russo,0.99
399,122,Root,90,Borful Tang,07/05/2005,Electronic,1876,2,ELI,Inglês,0.76
400,1697,On the Back of a Dying Beast: Volume 1,90,Borful Tang,8/30/2006,Electronic,2864,5,Electronic Interlude VI,Japonês,1.11
401,1697,On the Back of a Dying Beast: Volume 1,90,Borful Tang,8/30/2006,Electronic,2163,2,Modesto,Chinês,0.74
402,1697,On the Back of a Dying Beast: Volume 1,90,Borful Tang,8/30/2006,Electronic,1508,6,Oh Kap Soon,Chinês,0.8
403,123,split with Sunshine Militant Children's Hour,90,Borful Tang,01/01/2006,Electronic,2582,3,Roach,Australiano,1.0
404,1697,On the Back of a Dying Beast: Volume 1,90,Borful Tang,8/30/2006,Electronic,1478,3,Wonder Inn,Indiano,0.9
405,122,Root,90,Borful Tang,07/05/2005,Electronic,1458,3,Majestic Shuffle,Brasileiro,0.94
406,1697,On the Back of a Dying Beast: Volume 1,90,Borful Tang,8/30/2006,Electronic,1369,7,ELI,Japonês,1.03
407,122,Root,90,Borful Tang,07/05/2005,Electronic,713,4,Soundclash At Wonder Inn (ft. Qulfus),Canadiano,1.06
408,123,split with Sunshine Militant Children's Hour,90,Borful Tang,01/01/2006,Electronic,1093,4,The Tides Of Land,Italiano,1.28
410,122,Root,90,Borful Tang,07/05/2005,Electronic,754,5,Lost on the Eastern Side of the Island,Francês,0.86
411,122,Root,90,Borful Tang,07/05/2005,Electronic,625,6,Orp,Australiano,0.9
412,122,Root,90,Borful Tang,07/05/2005,Electronic,454,7,John And Mary - The Meeting,Brasileiro,0.95
414,122,Root,90,Borful Tang,07/05/2005,Electronic,3930,8,John And Mary - The Restaurant,Inglês,0.74
416,122,Root,90,Borful Tang,07/05/2005,Electronic,996,9,Smyrna Snow Walk,Australiano,1.17
417,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,477,1,Eula,Russo,0.72
418,125,Original Soundtrack: Work for 20 DVD Players,91,Brian Joseph Davis,10/01/2008,Soundtrack,7458,1,Track1,Espanhol,0.72
419,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,461,2,The Franklin Mint Job,Espanhol,0.78
420,125,Original Soundtrack: Work for 20 DVD Players,91,Brian Joseph Davis,10/01/2008,Soundtrack,4479,2,Track2,Inglês,1.0
421,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,367,3,Il bouno, il bruto, il skronko,Chinês,1.06
422,125,Original Soundtrack: Work for 20 DVD Players,91,Brian Joseph Davis,10/01/2008,Soundtrack,4306,3,Track3,Russo,0.91
423,125,Original Soundtrack: Work for 20 DVD Players,91,Brian Joseph Davis,10/01/2008,Soundtrack,5532,4,Track4,Espanhol,1.08
424,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,4323,5,The Ambient Honky,Inglês,0.96
425,125,Original Soundtrack: Work for 20 DVD Players,91,Brian Joseph Davis,10/01/2008,Avant-Garde,1409,5,Track5,Inglês,0.88
426,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,883,6,An Audio Walk Through Greater Newcastle,Indiano,1.07
427,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,515,7,1913,Inglês,1.34
428,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,924,8,1933,Mexicano,0.88
429,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,647,9,1963/2005,Americano,0.86
430,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,658,10,1966,Francês,1.14
431,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,1043,11,1977,Americano,1.0
432,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,1056,12,1984,Brasileiro,1.22
433,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,1600,13,1987,Espanhol,0.92
434,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,1953,14,1988,Mexicano,0.7
435,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,1873,15,1989,Americano,1.01
436,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,683,16,voice over,Mexicano,0.74
437,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,625,18,Yesterduh (Joe Meek),Americano,0.76
438,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,1238,19,Minima Medley,Italiano,1.06
439,124,The Definitive Host,91,Brian Joseph Davis,11/26/2008,Avant-Garde,989,20,All you get from love is 22 Love Songs,Brasileiro,1.17
440,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,2583,1,The Beats,Inglês,0.7
441,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,1246,2,Veruca Assault,Espanhol,1.37
442,126,Over In A Big Way,92,Bronhard/Going/Public,01/01/2007,Experimental,864,3,ID4 Congress,Japonês,1.14
